Slot,Biomass 01,Biomass 02,Biomass 03,Biomass 04,Biomass 05,Biomass 06,Biomass 07,Biomass 08,Biomass 09,Biomass 10,Biomass 11,Biomass 12,Biomass 13,Biomass 14,Biomass 15,Biomass 16,Biomass 17,Biomass 18,Biomass 19,Biomass 20,Biomass 21,Biomass 22,Biomass 23,Biomass 24,Biomass 25,Biomass 26,Biomass 27,Biomass 28,Biomass 29,Biomass 30,Biomass 31,Biomass 32,Biomass 33,Biomass 34,Biomass 35,Biomass 36,Biomass 37,Biomass 38,Biomass 39,Biomass 40,Biomass 41,Biomass 42,Biomass 43,Biomass 44,Biomass 45,Biomass 46,Biomass 47,Biomass 48,Biomass 49,Biomass 50,Biomass 51,Biomass 52,Biomass 53,Biomass 54,Biomass 55,Biomass 56,Biomass 57,Biomass 58,Biomass 59,Biomass 60,Biomass 61,Biomass 62,CC NG 01,CC NG 03,CC NG 04,CC NG 05,CC NG 06,CC NG 07,CC NG 08,CC NG 09,CC NG 10,CC NG 11,CC NG 12,CC NG 13,CC NG 14,CC NG 15,CC NG 16,CC NG 17,CC NG 18,CC NG 19,CC NG 20,CC NG 21,CC NG 22,CC NG 23,CC NG 24,CC NG 25,CC NG 26,CC NG 27,CC NG 28,CC NG 29,CC NG 31,CC NG 32,CC NG 33,CC NG 34,CC NG 35,CC NG 36,CC NG 37,CC NG 38,CC NG 39,CC NG 40,CT NG 01,CT NG 02,CT NG 03,CT NG 04,CT NG 05,CT NG 06,CT NG 07,CT NG 08,CT NG 09,CT NG 10,CT NG 11,CT NG 12,CT NG 13,CT NG 14,CT NG 15,CT NG 16,CT NG 17,CT NG 18,CT NG 19,CT NG 20,CT NG 21,CT NG 22,CT NG 23,CT NG 24,CT NG 25,CT NG 26,CT NG 27,CT NG 28,CT NG 29,CT NG 30,CT NG 31,CT NG 32,CT NG 33,CT NG 34,CT NG 35,CT NG 36,CT NG 37,CT NG 38,CT NG 39,CT NG 40,CT NG 41,CT NG 42,CT NG 43,CT NG 44,CT NG 45,CT NG 46,CT NG 47,CT NG 48,CT NG 49,CT NG 50,CT NG 51,CT NG 52,CT NG 53,CT NG 54,CT NG 55,CT NG 56,CT NG 66,CT NG 67,CT NG 68,CT NG 69,CT NG 70,CT NG 71,CT NG 72,CT NG 73,CT NG 74,CT NG 75,CT Oil 01,CT Oil 02,CT Oil 03,CT Oil 04,CT Oil 05,Geo 01,Hydro 01,Hydro 02,Hydro 03,Hydro 04,Hydro 05,Hydro 06,Hydro 07,Hydro 08,Hydro 09,Hydro 10,Hydro 11,Hydro 12,Hydro 13,Hydro 14,Hydro 15,Hydro 16,Hydro 17,Hydro 18,Hydro 19,Hydro 20,Hydro 21,Hydro 22,Hydro 23,Hydro 24,Hydro 25,Hydro 26,Hydro 27,Hydro 28,Hydro 29,Hydro 30,Hydro 32,Hydro 33,Hydro 34,Hydro 35,Hydro 36,Hydro 37,Hydro 38,Hydro 39,Hydro 40,Hydro 41,Hydro 42,Hydro 43,ICE NG 01,ICE NG 02,ICE NG 03,ICE NG 04,ICE NG 05,ICE NG 06,ICE NG 07,ST Coal 01,ST NG 01,ST NG 02,ST NG 03,ST NG 04,ST NG 05,ST NG 06,ST NG 07,ST NG 08,ST NG 09,ST NG 10,ST Other 01,ST Other 02,Solar 01,Solar 02,Solar 03,Solar 04,Solar 05,Solar 06,Solar 07,Solar 08,Solar 09,Solar 10,Solar 11,Solar 12,Solar 13,Solar 14,Solar 15,Solar 16,Solar 17,Solar 18,Solar 19,Solar 20,Solar 21,Solar 22,Solar 23,Solar 24,Solar 25,Solar 26,Solar 27,Solar 28,Solar 29,Solar 30,Solar 31,Solar 32,Solar 33,Solar 34,Solar 35,Solar 36,Solar 37,Solar 38,Solar 39,Solar 40,Solar 41,Solar 42,Solar 43,Solar 44,Solar 45,Solar 46,Solar 47,Solar 48,Solar 49,Solar 50,Solar 51,Solar 52,Solar 53,Solar 54,Solar 55,Solar 56,Solar 57,Solar 58,Solar 59,Solar 60,Solar 61,Solar 62,Solar 63,Solar 64,Solar 65,Solar 66,Solar 67,Solar 68,Solar 69,Solar 70,Solar 71,Solar 72,Solar 73,Solar 74,Solar 75,Wind 01,Wind 02,Wind 03,Wind 04,Wind 05,Wind 06,Wind 07,Wind 08,Wind 09,Wind 10,Wind 11,Wind 12,Wind 13,Wind 14,Wind 15,Wind 16,Wind 17
23,0,0,0,0,0,0,2.0001,0.78003,0.78003,0.78003,0.379992,0.379992,0.379992,0.83995,0,0,0,0,0.36999,0,0.36999,0.36999,0.45,0.45,0,1.69005,1.69005,0,1.69005,1.69005,1.69005,1.20004,1.6,1.6,1.6,1.6,0.80997,0.80997,0.80997,0.80997,0.90992,0.90992,2.85,1.160114,1.160114,0.60996,2.3499,2.3499,0,0,0,1.7199,2.49,2.49,2.49,2.54978,2.0301,2.0301,4.6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,943.5,0,523.6151224,140,0,0,677.8,636,623.82717,0,655,0,0,0,321.99685,0,0,613.7734462,560.6402022,651.968,636,0,0,751.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.0006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17268,0.2913975,1.0037025,0.3025,7.403025,7.403025,7.403025,0,0,8.41815,8.41815,8.41815,0,0,0.021585,0.103608,3.8799,3.8799,0.051804,0.51,2.23,0,0,0.167325,2.6041025,2.6041025,0.353565,0,0,0,0,0,0,0,15.94,24.96,0,292.0991283,0,0,0,0,0,0,0,0.01012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.845839072,22.2279942,3.800879409,1.353290915,0.973940742,4.466464049,6.751128368,15.18747738,14.22475386,14.34881555,8.548940057,16.43123943,8.096649936,7.335359775,7.319586032,1.161490222,10.25106591
24,0,0,0,0,0,0,2.0001,0.78003,0.78003,0.78003,0.379992,0.379992,0.379992,0.83995,0,0,0,0,0.36999,0,0.36999,0.36999,0.45,0.45,0,1.69005,1.69005,0,1.69005,1.69005,1.69005,1.20004,1.6,1.6,1.6,1.6,0.80997,0.80997,0.80997,0.80997,0.90992,0.90992,2.85,1.160114,1.160114,0.60996,2.3499,2.3499,0,0,0,1.7199,2.49,2.49,2.49,2.54978,2.0301,2.0301,4.6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,943.5,0,532.8893369,140,0,0,677.8,636,623.82717,0,655,0,0,0,321.99685,0,0,615.4235027,560.6402022,651.968,636,0,0,751.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.0006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17262,0.29129625,1.00335375,0.3025,7.3833075,7.3833075,7.3833075,0,0,8.415225,8.415225,8.415225,0,0,0.0215775,0.103572,3.84637,3.84637,0.051786,0.51,2.23,0,0,0.2032625,2.60733875,2.60733875,0.4295025,0,0,0,0,0,0,0,15.94,24.96,0,355.9522272,0,0,0,0,0,0,0,0.01012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.848335604,22.44774953,3.877308112,1.39374499,0.977674208,4.491151932,6.779877692,15.25236075,14.28981611,14.41523812,8.626285881,16.4669738,8.163678881,7.205875045,7.290147916,1.103508505,10.50858658
25,0,0,0,0,0,0,2.0001,0.78003,0.78003,0.78003,0.379992,0.379992,0.379992,0.83995,0,0,0,0,0.36999,0,0.36999,0.36999,0.45,0.45,0,1.69005,1.69005,0,1.69005,1.69005,1.69005,1.20004,1.6,1.6,1.6,1.6,0.80997,0.80997,0.80997,0.80997,0.90992,0.90992,2.85,1.160114,1.160114,0.60996,2.3499,2.3499,0,0,0,1.7199,2.49,2.49,2.49,2.54978,2.0301,2.0301,4.6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,943.5,0,542.1635514,140,0,0,677.8,636,623.82717,0,655,0,0,0,321.99685,0,0,617.0735591,560.6402022,651.968,636,0,0,751.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.0006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17256,0.291195,1.003005,0.3025,7.36359,7.36359,7.36359,0,0,8.4123,8.4123,8.4123,0,0,0.02157,0.103536,3.81284,3.81284,0.051768,0.51,2.23,0,0,0.2392,2.610575,2.610575,0.50544,0,0,0,0,0,0,0,15.94,24.96,0,419.8053262,0,0,0,0,0,0,0,0.01012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.850832136,22.66750485,3.953736815,1.434199065,0.981407673,4.515839814,6.808627017,15.31724412,14.35487835,14.4816607,8.703631704,16.50270817,8.230707827,7.076390315,7.260709799,1.045526788,10.76610725
26,0,0,0,0,0,0,2.0001,0.78003,0.78003,0.78003,0.379992,0.379992,0.379992,0.83995,0,0,0,0,0.36999,0.0924975,0.36999,0.36999,0.45,0.45,0,1.69005,1.69005,0,1.69005,1.69005,1.69005,1.20004,1.6,1.6,1.6,1.6,0.80997,0.80997,0.80997,0.80997,0.90992,0.90992,2.85,1.160114,1.160114,0.60996,2.3499,2.3499,0,0,0,1.7199,2.49,2.49,2.49,2.54978,2.0301,2.0301,4.6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,943.5,0,542.3837791,140,0,0,677.8,636,623.82717,0,655,0,0,0,321.99685,0,0,616.0407134,560.6402022,651.968,636,0,0,751.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.0006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1736,0.29295,1.00905,2.07075,7.639635,7.639635,7.639635,0,0,8.463,8.463,8.463,0,0,0.0217,0.10416,3.76973,3.76973,0.05208,0.51,2.23,0,0,0.3746125,2.5954725,2.5954725,0.7915725,0,0,0,0,0,0,0,15.94,77.31999865,0,456.3296604,0,0,0,0,0,0,0,0.01012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.835756348,22.80649632,4.006731502,1.466757887,0.983397032,4.524146727,6.8077981,15.35263984,14.39308691,14.51882413,8.741629935,16.5083203,8.270064875,6.973088444,7.229235328,0.968027082,10.97335371
27,0,0,0,0,0,0,2.0001,0.78003,0.78003,0.78003,0.379992,0.379992,0.379992,0.83995,0,0,0,0,0.36999,0.184995,0.36999,0.36999,0.45,0.45,0,1.69005,1.69005,0,1.69005,1.69005,1.69005,1.20004,1.6,1.6,1.6,1.6,0.80997,0.80997,0.80997,0.80997,0.90992,0.90992,2.85,1.160114,1.160114,0.60996,2.3499,2.3499,0,0,0,1.7199,2.49,2.49,2.49,2.54978,2.0301,2.0301,4.6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,943.5,0,542.6040068,140,0,0,677.8,636,623.82717,0,655,0,0,0,321.99685,0,0,615.0078678,560.6402022,651.968,636,0,0,751.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.0006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17464,0.294705,1.015095,3.839,7.91568,7.91568,7.91568,0,0,8.5137,8.5137,8.5137,0,0,0.02183,0.104784,3.72662,3.72662,0.052392,0.51,2.23,0,0,0.510025,2.58037,2.58037,1.077705,0,0,0,0,0,0,0,15.94,129.6799973,0,492.8539947,0,0,0,0,0,0,0,0.01012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.820680561,22.94548778,4.059726188,1.499316709,0.985386391,4.53245364,6.806969183,15.38803555,14.43129546,14.55598756,8.779628167,16.51393242,8.309421924,6.869786574,7.197760857,0.890527376,11.18060017
28,0,0,0,0,0,0,2.0001,0.78003,0.78003,0.78003,0.379992,0.379992,0.379992,0.83995,0,0,0,0,0.36999,0.2774925,0.36999,0.36999,0.45,0.45,0,1.69005,1.69005,0,1.69005,1.69005,1.69005,1.20004,1.6,1.6,1.6,1.6,0.80997,0.80997,0.80997,0.80997,0.90992,0.90992,2.85,1.160114,1.160114,0.60996,2.3499,2.3499,0,0,0,1.7199,2.49,2.49,2.49,2.54978,2.0301,2.0301,4.6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,943.5,0,542.8242345,140,0,0,677.8,636,623.82717,0,655,0,0,0,321.99685,0,0,613.9750221,560.6402022,651.968,636,0,0,751.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.0006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17568,0.29646,1.02114,5.60725,8.191725,8.191725,8.191725,0,0,8.5644,8.5644,8.5644,0,0,0.02196,0.105408,3.68351,3.68351,0.052704,0.51,2.23,0,0,0.6454375,2.5652675,2.5652675,1.3638375,0,0,0,0,0,0,0,15.94,182.039996,0,529.3783289,0,0,0,0,0,0,0,0.01012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.805604773,23.08447925,4.112720875,1.53187553,0.987375749,4.540760552,6.806140265,15.42343127,14.46950402,14.59315098,8.817626398,16.51954455,8.348778972,6.766484703,7.166286385,0.813027669,11.38784662
29,0,0,0,0,0,0,2.0001,0.78003,0.78003,0.78003,0.379992,0.379992,0.379992,0.83995,0,0,0,0,0.36999,0.36999,0.36999,0.36999,0.45,0.45,0,1.69005,1.69005,0,1.69005,1.69005,1.69005,1.20004,1.6,1.6,1.6,1.6,0.80997,0.80997,0.80997,0.80997,0.90992,0.90992,2.85,1.160114,1.160114,0.60996,2.3499,2.3499,0,0,0,1.7199,2.49,2.49,2.49,2.54978,2.0301,2.0301,4.6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,943.5,0,543.0444622,140,0,0,677.8,636,623.82717,0,655,0,0,0,321.99685,0,0,612.9421764,560.6402022,651.968,636,0,0,751.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.0006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17672,0.298215,1.027185,7.3755,8.46777,8.46777,8.46777,0,0,8.6151,8.6151,8.6151,0,0,0.02209,0.106032,3.6404,3.6404,0.053016,0.51,2.23,0,0,0.78085,2.550165,2.550165,1.64997,0,0,0,0,0,0,0,15.94,234.3999946,0,565.9026631,0,0,0,0,0,0,0,0.01012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.790528985,23.22347071,4.165715561,1.564434352,0.989365108,4.549067465,6.805311348,15.45882698,14.50771257,14.63031441,8.855624629,16.52515667,8.38813602,6.663182832,7.134811914,0.735527963,11.59509308
30,0,0,0,0,0,0,2.0001,0.78003,0.78003,0.78003,0.379992,0.379992,0.379992,0.83995,0,0,0,0,0.36999,0.36999,0.36999,0.36999,0.45,0.45,0,1.69005,1.69005,0.4225125,1.69005,1.69005,1.69005,1.20004,1.6,1.6,1.6,1.6,0.80997,0.80997,0.80997,0.80997,0.90992,0.90992,2.85,1.160114,1.160114,0.60996,2.3499,2.3499,0,0,0,1.7199,2.49,2.49,2.49,2.54978,2.0301,2.0301,4.6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,943.5,0,543.0444622,140,0,0,677.8,636,623.82717,0,655,0,0,0,321.99685,0,0,612.3249656,560.0892919,651.968,636,0,0,751.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.0006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17658,0.29797875,1.02637125,7.071625,13.6821525,13.6821525,13.6821525,0,0,8.608275,8.608275,8.608275,0,0,0.0220725,0.105948,3.566155,3.566155,0.052974,0.51,2.23,0,0,0.9030375,2.57109275,2.57109275,1.9081575,0,0,0,0,0,0,0,15.94,231.2133293,0,552.2623135,0,0,0,0,0,0,0,0.01012,0,0,8.175400548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.28622521,8.282571003,6.60660734,5.594368663,1.176293882,4.894572603,1.115832938,0.792319346,0.067767866,0.067767866,0.067767866,0.058144598,0.058144598,0.058144598,0.058144598,0.058144598,0.058144598,0.058144598,0.035804011,0.178668997,0.531377478,0.405250984,0.546455669,0.350329834,0.603855458,0.605486424,0.260624993,0.305181468,0.318219505,0.539481933,0.033161825,0,5.043477135,2.361696809,4.498479168,0,3.362036883,8.104833683,11.95772469,10.8363704,4.08977418,3.249444563,0,0,0,3.777733732,23.29764304,4.201327624,1.588423179,0.989403072,4.5404394,6.789331979,15.46222743,14.50878842,14.63360181,8.852156911,16.4496045,8.409541767,6.558457359,7.124730232,0.67020145,11.81016081
31,0,0,0,0,0,0,2.0001,0.78003,0.78003,0.78003,0.379992,0.379992,0.379992,0.83995,0,0,0,0,0.36999,0.36999,0.36999,0.36999,0.45,0.45,0,1.69005,1.69005,0.845025,1.69005,1.69005,1.69005,1.20004,1.6,1.6,1.6,1.6,0.80997,0.80997,0.80997,0.80997,0.90992,0.90992,2.85,1.160114,1.160114,0.60996,2.3499,2.3499,0,0,0,1.7199,2.49,2.49,2.49,2.54978,2.0301,2.0301,4.6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,943.5,0,543.0444622,140,0,0,677.8,636,623.82717,0,655,0,0,0,321.99685,0,0,611.7077549,559.5383816,651.968,636,0,0,751.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.0006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17644,0.2977425,1.0255575,6.76775,18.896535,18.896535,18.896535,0,0,8.60145,8.60145,8.60145,0,0,0.022055,0.105864,3.49191,3.49191,0.052932,0.51,2.23,0,0,1.025225,2.5920205,2.5920205,2.166345,0,0,0,0,0,0,0,15.94,228.026664,0,538.6219639,0,0,0,0,0,0,0,0.01012,0,0,16.3508011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.57245042,16.56514201,13.21321468,11.18873733,2.352587764,9.789145205,2.231665877,1.584638692,0.135535733,0.135535733,0.135535733,0.116289195,0.116289195,0.116289195,0.116289195,0.116289195,0.116289195,0.116289195,0.071608022,0.357337993,1.062754957,0.810501969,1.092911338,0.700659668,1.207710915,1.210972847,0.521249986,0.610362935,0.63643901,1.078963866,0.066323651,0,10.08695427,4.723393618,8.996958335,0,6.724073765,16.20966737,23.91544938,21.67274081,8.17954836,6.498889125,0,0,0,3.764938479,23.37181537,4.236939688,1.612412006,0.989441035,4.531811334,6.77335261,15.46562788,14.50986427,14.63688921,8.848689194,16.37405233,8.430947514,6.453731886,7.114648551,0.604874938,12.02522853
32,0,0,0,0,0,0,2.0001,0.78003,0.78003,0.78003,0.379992,0.379992,0.379992,0.83995,0,0,0,0,0.36999,0.36999,0.36999,0.36999,0.45,0.45,0,1.69005,1.69005,1.2675375,1.69005,1.69005,1.69005,1.20004,1.6,1.6,1.6,1.6,0.80997,0.80997,0.80997,0.80997,0.90992,0.90992,2.85,1.160114,1.160114,0.60996,2.3499,2.3499,0,0,0,1.7199,2.49,2.49,2.49,2.54978,2.0301,2.0301,4.6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,943.5,0,543.0444622,140,0,0,677.8,636,623.82717,0,655,0,0,0,321.99685,0,0,611.0905441,558.9874712,651.968,636,0,0,751.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.0006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1763,0.29750625,1.02474375,6.463875,24.1109175,24.1109175,24.1109175,0,0,8.594625,8.594625,8.594625,0,0,0.0220375,0.10578,3.417665,3.417665,0.05289,0.51,2.23,0,0,1.1474125,2.61294825,2.61294825,2.4245325,0,0,0,0,0,0,0,15.94,224.8399986,0,524.9816143,0,0,0,0,0,0,0,0.01012,0,0,24.52620164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.85867563,24.84771301,19.81982202,16.78310599,3.528881645,14.68371781,3.347498815,2.376958037,0.203303599,0.203303599,0.203303599,0.174433793,0.174433793,0.174433793,0.174433793,0.174433793,0.174433793,0.174433793,0.107412033,0.53600699,1.594132435,1.215752953,1.639367007,1.050989501,1.811566373,1.816459271,0.781874978,0.915544403,0.954658514,1.618445798,0.099485476,0,15.13043141,7.085090427,13.4954375,0,10.08611065,24.31450105,35.87317407,32.50911121,12.26932254,9.748333688,0,0,0,3.752143225,23.44598769,4.272551751,1.636400833,0.989478999,4.523183269,6.75737324,15.46902832,14.51094012,14.64017661,8.845221476,16.29850016,8.452353261,6.349006413,7.104566869,0.539548425,12.24029626
33,0,0,0,0,0,0,2.0001,0.78003,0.78003,0.78003,0.379992,0.379992,0.379992,0.83995,0,0,0,0,0.36999,0.36999,0.36999,0.36999,0.45,0.45,0,1.69005,1.69005,1.69005,1.69005,1.69005,1.69005,1.20004,1.6,1.6,1.6,1.6,0.80997,0.80997,0.80997,0.80997,0.90992,0.90992,2.85,1.160114,1.160114,0.60996,2.3499,2.3499,0,0,0,1.7199,2.49,2.49,2.49,2.54978,2.0301,2.0301,4.6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,943.5,0,543.0444622,140,0,0,677.8,636,623.82717,0,655,0,0,0,321.99685,0,0,610.4733333,558.4365609,651.968,636,0,0,751.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.0006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17616,0.29727,1.02393,6.16,29.3253,29.3253,29.3253,0,0,8.5878,8.5878,8.5878,0,0,0.02202,0.105696,3.34342,3.34342,0.052848,0.51,2.23,0,0,1.2696,2.633876,2.633876,2.68272,0,0,0,0,0,0,0,15.94,221.6533333,0,511.3412647,0,0,0,0,0,0,0,0.01012,0,0,32.70160219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.14490084,33.13028401,26.42642936,22.37747465,4.705175527,19.57829041,4.463331753,3.169277383,0.271071465,0.271071465,0.271071465,0.23257839,0.23257839,0.23257839,0.23257839,0.23257839,0.23257839,0.23257839,0.143216044,0.714675986,2.125509913,1.621003937,2.185822676,1.401319335,2.41542183,2.421945694,1.042499971,1.22072587,1.272878019,2.157927731,0.132647301,0,20.17390854,9.446787236,17.99391667,0,13.44814753,32.41933473,47.83089876,43.34548161,16.35909672,12.99777825,0,0,0,3.739347972,23.52016002,4.308163814,1.66038966,0.989516962,4.514555203,6.741393871,15.47242877,14.51201597,14.64346401,8.841753758,16.22294799,8.473759008,6.24428094,7.094485187,0.474221912,12.45536398
