Slot,Bus1,Bus2,Bus3,Bus4,Bus6,Bus7,Bus11,Bus12,Bus13,Bus14,Bus15,Bus16,Bus17,Bus18,Bus19,Bus20,Bus21,Bus22,Bus23,Bus27,Bus28,Bus29,Bus31,Bus32,Bus70,Bus74,Bus75,Bus114,Bus115,Bus117,Bus33,Bus34,Bus35,Bus36,Bus39,Bus40,Bus41,Bus42,Bus43,Bus44,Bus45,Bus46,Bus47,Bus48,Bus49,Bus50,Bus51,Bus52,Bus53,Bus54,Bus55,Bus56,Bus57,Bus58,Bus59,Bus60,Bus62,Bus66,Bus67,Bus76,Bus77,Bus78,Bus79,Bus80,Bus97,Bus98,Bus118,Bus82,Bus83,Bus84,Bus85,Bus86,Bus88,Bus90,Bus92,Bus93,Bus94,Bus95,Bus96,Bus100,Bus101,Bus102,Bus103,Bus104,Bus105,Bus106,Bus107,Bus108,Bus109,Bus110,Bus112,LOAD
62,223.4582,87.62499167,170.87495,131.4581667,227.833325,83.24995833,306.70815,205.9167,148.9584083,61.33341667,394.3332333,109.541625,47.03530833,262.875075,197.1666167,78.87491667,61.33341667,43.83316667,30.66670833,271.6664,74.49978333,105.1664917,188.41645,258.4999417,272.409325,280.6641833,193.988475,35.04175,96.37515833,87.62499167,21.30465,54.63995,30.56103333,28.71151667,23.55543333,17.262525,32.27969167,32.27969167,15.70368333,13.95875833,46.23855,24.42785,29.66244167,17.44851667,75.90099167,14.83126667,14.83126667,15.70368333,20.06576667,98.58400833,54.96280833,73.28365,10.46909167,10.46909167,241.6617333,68.04915,67.17673333,34.024525,24.42785,59.32489167,53.21788333,61.94214167,34.024525,113.415275,13.08634167,29.66244167,28.790025,143.2858083,53.06884167,29.187825,63.68255,55.72224167,127.3651,206.9683583,172.4736333,31.841325,79.60316667,111.4444917,100.8306833,98.177275,58.37565,13.26720833,61.02915,100.8306833,82.25666667,114.0978917,73.30805833,5.3069,21.22751667,103.4841833,66.33605,8316.539975
63,224.2773,87.94618333,171.5013,131.9400333,228.66845,83.55511667,307.8324,206.6715,149.5044167,61.55823333,395.7786667,109.94315,47.20771667,263.83865,197.8893333,79.16403333,61.55823333,43.99383333,30.77911667,272.6622,74.77286667,105.5519833,189.1071,259.4474833,273.40785,281.6929667,194.69955,35.1702,96.72841667,87.94618333,21.3612,54.785,30.64216667,28.78773333,23.61796667,17.30835,32.36538333,32.36538333,15.74536667,13.99581667,46.3613,24.4927,29.74118333,17.49483333,76.10248333,14.87063333,14.87063333,15.74536667,20.11903333,98.84571667,55.10871667,73.4782,10.49688333,10.49688333,242.3032667,68.2298,67.35506667,34.11485,24.4927,59.48238333,53.35916667,62.10658333,34.11485,113.71635,13.12108333,29.74118333,28.86645,143.5613167,53.17088333,29.24395,63.805,55.82938333,127.61,207.3663167,172.8052667,31.90255,79.75623333,111.6587833,101.0245667,98.36605,58.4879,13.29271667,61.1465,101.0245667,82.41483333,114.3172833,73.44901667,5.3171,21.26833333,103.6831667,66.4636,8341.96245
64,225.0964,88.267375,172.12765,132.4219,229.503575,83.860275,308.95665,207.4263,150.050425,61.78305,397.2241,110.344675,47.380125,264.802225,198.61205,79.45315,61.78305,44.1545,30.891525,273.658,75.04595,105.937475,189.79775,260.395025,274.406375,282.72175,195.410625,35.29865,97.081675,88.267375,21.41775,54.93005,30.7233,28.86395,23.6805,17.354175,32.451075,32.451075,15.78705,14.032875,46.48405,24.55755,29.819925,17.54115,76.303975,14.91,14.91,15.78705,20.1723,99.107425,55.254625,73.67275,10.524675,10.524675,242.9448,68.41045,67.5334,34.205175,24.55755,59.639875,53.50045,62.271025,34.205175,114.017425,13.155825,29.819925,28.942875,143.836825,53.272925,29.300075,63.92745,55.936525,127.8549,207.764275,173.1369,31.963775,79.9093,111.873075,101.21845,98.554825,58.60015,13.318225,61.26385,101.21845,82.573,114.536675,73.589975,5.3273,21.30915,103.88215,66.59115,8367.384925
65,225.9155,88.58856667,172.754,132.9037667,230.3387,84.16543333,310.0809,208.1811,150.5964333,62.00786667,398.6695333,110.7462,47.55253333,265.7658,199.3347667,79.74226667,62.00786667,44.31516667,31.00393333,274.6538,75.31903333,106.3229667,190.4884,261.3425667,275.4049,283.7505333,196.1217,35.4271,97.43493333,88.58856667,21.4743,55.0751,30.80443333,28.94016667,23.74303333,17.4,32.53676667,32.53676667,15.82873333,14.06993333,46.6068,24.6224,29.89866667,17.58746667,76.50546667,14.94936667,14.94936667,15.82873333,20.22556667,99.36913333,55.40053333,73.8673,10.55246667,10.55246667,243.5863333,68.5911,67.71173333,34.2955,24.6224,59.79736667,53.64173333,62.43546667,34.2955,114.3185,13.19056667,29.89866667,29.0193,144.1123333,53.37496667,29.3562,64.0499,56.04366667,128.0998,208.1622333,173.4685333,32.025,80.06236667,112.0873667,101.4123333,98.7436,58.7124,13.34373333,61.3812,101.4123333,82.73116667,114.7560667,73.73093333,5.3375,21.34996667,104.0811333,66.7187,8392.8074
66,226.7346,88.90975833,173.38035,133.3856333,231.173825,84.47059167,311.20515,208.9359,151.1424417,62.23268333,400.1149667,111.147725,47.72494167,266.729375,200.0574833,80.03138333,62.23268333,44.47583333,31.11634167,275.6496,75.59211667,106.7084583,191.17905,262.2901083,276.403425,284.7793167,196.832775,35.55555,97.78819167,88.90975833,21.53085,55.22015,30.88556667,29.01638333,23.80556667,17.445825,32.62245833,32.62245833,15.87041667,14.10699167,46.72955,24.68725,29.97740833,17.63378333,76.70695833,14.98873333,14.98873333,15.87041667,20.27883333,99.63084167,55.54644167,74.06185,10.58025833,10.58025833,244.2278667,68.77175,67.89006667,34.385825,24.68725,59.95485833,53.78301667,62.59990833,34.385825,114.619575,13.22530833,29.97740833,29.095725,144.3878417,53.47700833,29.412325,64.17235,56.15080833,128.3447,208.5601917,173.8001667,32.086225,80.21543333,112.3016583,101.6062167,98.932375,58.82465,13.36924167,61.49855,101.6062167,82.88933333,114.9754583,73.87189167,5.3477,21.39078333,104.2801167,66.84625,8418.229875
67,227.5537,89.23095,174.0067,133.8675,232.00895,84.77575,312.3294,209.6907,151.68845,62.4575,401.5604,111.54925,47.89735,267.69295,200.7802,80.3205,62.4575,44.6365,31.22875,276.6454,75.8652,107.09395,191.8697,263.23765,277.40195,285.8081,197.54385,35.684,98.14145,89.23095,21.5874,55.3652,30.9667,29.0926,23.8681,17.49165,32.70815,32.70815,15.9121,14.14405,46.8523,24.7521,30.05615,17.6801,76.90845,15.0281,15.0281,15.9121,20.3321,99.89255,55.69235,74.2564,10.60805,10.60805,244.8694,68.9524,68.0684,34.47615,24.7521,60.11235,53.9243,62.76435,34.47615,114.92065,13.26005,30.05615,29.17215,144.66335,53.57905,29.46845,64.2948,56.25795,128.5896,208.95815,174.1318,32.14745,80.3685,112.51595,101.8001,99.12115,58.9369,13.39475,61.6159,101.8001,83.0475,115.19485,74.01285,5.3579,21.4316,104.4791,66.9738,8443.65235
68,228.3728,89.55214167,174.63305,134.3493667,232.844075,85.08090833,313.45365,210.4455,152.2344583,62.68231667,403.0058333,111.950775,48.06975833,268.656525,201.5029167,80.60961667,62.68231667,44.79716667,31.34115833,277.6412,76.13828333,107.4794417,192.56035,264.1851917,278.400475,286.8368833,198.254925,35.81245,98.49470833,89.55214167,21.64395,55.51025,31.04783333,29.16881667,23.93063333,17.537475,32.79384167,32.79384167,15.95378333,14.18110833,46.97505,24.81695,30.13489167,17.72641667,77.10994167,15.06746667,15.06746667,15.95378333,20.38536667,100.1542583,55.83825833,74.45095,10.63584167,10.63584167,245.5109333,69.13305,68.24673333,34.566475,24.81695,60.26984167,54.06558333,62.92879167,34.566475,115.221725,13.29479167,30.13489167,29.248575,144.9388583,53.68109167,29.524575,64.41725,56.36509167,128.8345,209.3561083,174.4634333,32.208675,80.52156667,112.7302417,101.9939833,99.309925,59.04915,13.42025833,61.73325,101.9939833,83.20566667,115.4142417,74.15380833,5.3681,21.47241667,104.6780833,67.10135,8469.074825
69,229.1919,89.87333333,175.2594,134.8312333,233.6792,85.38606667,314.5779,211.2003,152.7804667,62.90713333,404.4512667,112.3523,48.24216667,269.6201,202.2256333,80.89873333,62.90713333,44.95783333,31.45356667,278.637,76.41136667,107.8649333,193.251,265.1327333,279.399,287.8656667,198.966,35.9409,98.84796667,89.87333333,21.7005,55.6553,31.12896667,29.24503333,23.99316667,17.5833,32.87953333,32.87953333,15.99546667,14.21816667,47.0978,24.8818,30.21363333,17.77273333,77.31143333,15.10683333,15.10683333,15.99546667,20.43863333,100.4159667,55.98416667,74.6455,10.66363333,10.66363333,246.1524667,69.3137,68.42506667,34.6568,24.8818,60.42733333,54.20686667,63.09323333,34.6568,115.5228,13.32953333,30.21363333,29.325,145.2143667,53.78313333,29.5807,64.5397,56.47223333,129.0794,209.7540667,174.7950667,32.2699,80.67463333,112.9445333,102.1878667,99.4987,59.1614,13.44576667,61.8506,102.1878667,83.36383333,115.6336333,74.29476667,5.3783,21.51323333,104.8770667,67.2289,8494.4973
70,230.011,90.194525,175.88575,135.3131,234.514325,85.691225,315.70215,211.9551,153.326475,63.13195,405.8967,112.753825,48.414575,270.583675,202.94835,81.18785,63.13195,45.1185,31.565975,279.6328,76.68445,108.250425,193.94165,266.080275,280.397525,288.89445,199.677075,36.06935,99.201225,90.194525,21.75705,55.80035,31.2101,29.32125,24.0557,17.629125,32.965225,32.965225,16.03715,14.255225,47.22055,24.94665,30.292375,17.81905,77.512925,15.1462,15.1462,16.03715,20.4919,100.677675,56.130075,74.84005,10.691425,10.691425,246.794,69.49435,68.6034,34.747125,24.94665,60.584825,54.34815,63.257675,34.747125,115.823875,13.364275,30.292375,29.401425,145.489875,53.885175,29.636825,64.66215,56.579375,129.3243,210.152025,175.1267,32.331125,80.8277,113.158825,102.38175,99.687475,59.27365,13.471275,61.96795,102.38175,83.522,115.853025,74.435725,5.3885,21.55405,105.07605,67.35645,8519.919775
71,230.8301,90.51571667,176.5121,135.7949667,235.34945,85.99638333,316.8264,212.7099,153.8724833,63.35676667,407.3421333,113.15535,48.58698333,271.54725,203.6710667,81.47696667,63.35676667,45.27916667,31.67838333,280.6286,76.95753333,108.6359167,194.6323,267.0278167,281.39605,289.9232333,200.38815,36.1978,99.55448333,90.51571667,21.8136,55.9454,31.29123333,29.39746667,24.11823333,17.67495,33.05091667,33.05091667,16.07883333,14.29228333,47.3433,25.0115,30.37111667,17.86536667,77.71441667,15.18556667,15.18556667,16.07883333,20.54516667,100.9393833,56.27598333,75.0346,10.71921667,10.71921667,247.4355333,69.675,68.78173333,34.83745,25.0115,60.74231667,54.48943333,63.42211667,34.83745,116.12495,13.39901667,30.37111667,29.47785,145.7653833,53.98721667,29.69295,64.7846,56.68651667,129.5692,210.5499833,175.4583333,32.39235,80.98076667,113.3731167,102.5756333,99.87625,59.3859,13.49678333,62.0853,102.5756333,83.68016667,116.0724167,74.57668333,5.3987,21.59486667,105.2750333,67.484,8545.34225
72,231.6492,90.83690833,177.13845,136.2768333,236.184575,86.30154167,317.95065,213.4647,154.4184917,63.58158333,408.7875667,113.556875,48.75939167,272.510825,204.3937833,81.76608333,63.58158333,45.43983333,31.79079167,281.6244,77.23061667,109.0214083,195.32295,267.9753583,282.394575,290.9520167,201.099225,36.32625,99.90774167,90.83690833,21.87015,56.09045,31.37236667,29.47368333,24.18076667,17.720775,33.13660833,33.13660833,16.12051667,14.32934167,47.46605,25.07635,30.44985833,17.91168333,77.91590833,15.22493333,15.22493333,16.12051667,20.59843333,101.2010917,56.42189167,75.22915,10.74700833,10.74700833,248.0770667,69.85565,68.96006667,34.927775,25.07635,60.89980833,54.63071667,63.58655833,34.927775,116.426025,13.43375833,30.44985833,29.554275,146.0408917,54.08925833,29.749075,64.90705,56.79365833,129.8141,210.9479417,175.7899667,32.453575,81.13383333,113.5874083,102.7695167,100.065025,59.49815,13.52229167,62.20265,102.7695167,83.83833333,116.2918083,74.71764167,5.4089,21.63568333,105.4740167,67.61155,8570.764725
73,232.4683,91.1581,177.7648,136.7587,237.0197,86.6067,319.0749,214.2195,154.9645,63.8064,410.233,113.9584,48.9318,273.4744,205.1165,82.0552,63.8064,45.6005,31.9032,282.6202,77.5037,109.4069,196.0136,268.9229,283.3931,291.9808,201.8103,36.4547,100.261,91.1581,21.9267,56.2355,31.4535,29.5499,24.2433,17.7666,33.2223,33.2223,16.1622,14.3664,47.5888,25.1412,30.5286,17.958,78.1174,15.2643,15.2643,16.1622,20.6517,101.4628,56.5678,75.4237,10.7748,10.7748,248.7186,70.0363,69.1384,35.0181,25.1412,61.0573,54.772,63.751,35.0181,116.7271,13.4685,30.5286,29.6307,146.3164,54.1913,29.8052,65.0295,56.9008,130.059,211.3459,176.1216,32.5148,81.2869,113.8017,102.9634,100.2538,59.6104,13.5478,62.32,102.9634,83.9965,116.5112,74.8586,5.4191,21.6765,105.673,67.7391,8596.1872
74,233.245775,91.462975,178.359325,137.216075,237.8124,86.89635,320.142025,214.9359417,155.4827667,64.0198,411.605,114.339525,49.09545,274.3890167,205.8025,82.329625,64.0198,45.75300833,32.0099,283.5654083,77.76290833,109.7728083,196.66915,269.8222917,284.3408917,292.9573083,202.4852417,36.57661667,100.5963167,91.462975,22.00298333,56.43113333,31.56291667,29.6527,24.32764167,17.82840833,33.337875,33.337875,16.218425,14.416375,47.75434167,25.22865833,30.63480833,18.020475,78.38915,15.3174,15.3174,16.218425,20.72354167,101.8157667,56.76458333,75.686075,10.81228333,10.81228333,249.583825,70.27993333,69.37891667,35.139925,25.22865833,61.2697,54.96253333,63.972775,35.139925,117.1331667,13.51535833,30.63480833,29.73378333,146.9414167,54.42278333,29.93251667,65.30729167,57.14386667,130.614575,212.2487083,176.8739417,32.65369167,81.63413333,114.287825,103.403225,100.6820583,59.86503333,13.605675,62.58620833,103.403225,84.3553,117.0089,75.178375,5.44225,21.76909167,106.1244,68.02845833,8627.026958
75,234.02325,91.76785,178.95385,137.67345,238.6051,87.186,321.20915,215.6523833,156.0010333,64.2332,412.977,114.72065,49.2591,275.3036333,206.4885,82.60405,64.2332,45.90551667,32.1166,284.5106167,78.02211667,110.1387167,197.3247,270.7216833,285.2886833,293.9338167,203.1601833,36.69853333,100.9316333,91.76785,22.07926667,56.62676667,31.67233333,29.7555,24.41198333,17.89021667,33.45345,33.45345,16.27465,14.46635,47.91988333,25.31611667,30.74101667,18.08295,78.6609,15.3705,15.3705,16.27465,20.79538333,102.1687333,56.96136667,75.94845,10.84976667,10.84976667,250.44905,70.52356667,69.61943333,35.26175,25.31611667,61.4821,55.15306667,64.19455,35.26175,117.5392333,13.56221667,30.74101667,29.83686667,147.5664333,54.65426667,30.05983333,65.58508333,57.38693333,131.17015,213.1515167,177.6262833,32.79258333,81.98136667,114.77395,103.84305,101.1103167,60.11966667,13.66355,62.85241667,103.84305,84.7141,117.5066,75.49815,5.4654,21.86168333,106.5758,68.31781667,8657.866717
76,234.800725,92.072725,179.548375,138.130825,239.3978,87.47565,322.276275,216.368825,156.5193,64.4466,414.349,115.101775,49.42275,276.21825,207.1745,82.878475,64.4466,46.058025,32.2233,285.455825,78.281325,110.504625,197.98025,271.621075,286.236475,294.910325,203.835125,36.82045,101.26695,92.072725,22.15555,56.8224,31.78175,29.8583,24.496325,17.952025,33.569025,33.569025,16.330875,14.516325,48.085425,25.403575,30.847225,18.145425,78.93265,15.4236,15.4236,16.330875,20.867225,102.5217,57.15815,76.210825,10.88725,10.88725,251.314275,70.7672,69.85995,35.383575,25.403575,61.6945,55.3436,64.416325,35.383575,117.9453,13.609075,30.847225,29.93995,148.19145,54.88575,30.18715,65.862875,57.63,131.725725,214.054325,178.378625,32.931475,82.3286,115.260075,104.282875,101.538575,60.3743,13.721425,63.118625,104.282875,85.0729,118.0043,75.817925,5.48855,21.954275,107.0272,68.607175,8688.706475
77,235.5782,92.3776,180.1429,138.5882,240.1905,87.7653,323.3434,217.0852667,157.0375667,64.66,415.721,115.4829,49.5864,277.1328667,207.8605,83.1529,64.66,46.21053333,32.33,286.4010333,78.54053333,110.8705333,198.6358,272.5204667,287.1842667,295.8868333,204.5100667,36.94236667,101.6022667,92.3776,22.23183333,57.01803333,31.89116667,29.9611,24.58066667,18.01383333,33.6846,33.6846,16.3871,14.5663,48.25096667,25.49103333,30.95343333,18.2079,79.2044,15.4767,15.4767,16.3871,20.93906667,102.8746667,57.35493333,76.4732,10.92473333,10.92473333,252.1795,71.01083333,70.10046667,35.5054,25.49103333,61.9069,55.53413333,64.6381,35.5054,118.3513667,13.65593333,30.95343333,30.04303333,148.8164667,55.11723333,30.31446667,66.14066667,57.87306667,132.2813,214.9571333,179.1309667,33.07036667,82.67583333,115.7462,104.7227,101.9668333,60.62893333,13.7793,63.38483333,104.7227,85.4317,118.502,76.1377,5.5117,22.04686667,107.4786,68.89653333,8719.546233
78,236.355675,92.682475,180.737425,139.045575,240.9832,88.05495,324.410525,217.8017083,157.5558333,64.8734,417.093,115.864025,49.75005,278.0474833,208.5465,83.427325,64.8734,46.36304167,32.4367,287.3462417,78.79974167,111.2364417,199.29135,273.4198583,288.1320583,296.8633417,205.1850083,37.06428333,101.9375833,92.682475,22.30811667,57.21366667,32.00058333,30.0639,24.66500833,18.07564167,33.800175,33.800175,16.443325,14.616275,48.41650833,25.57849167,31.05964167,18.270375,79.47615,15.5298,15.5298,16.443325,21.01090833,103.2276333,57.55171667,76.735575,10.96221667,10.96221667,253.044725,71.25446667,70.34098333,35.627225,25.57849167,62.1193,55.72466667,64.859875,35.627225,118.7574333,13.70279167,31.05964167,30.14611667,149.4414833,55.34871667,30.44178333,66.41845833,58.11613333,132.836875,215.8599417,179.8833083,33.20925833,83.02306667,116.232325,105.162525,102.3950917,60.88356667,13.837175,63.65104167,105.162525,85.7905,118.9997,76.457475,5.53485,22.13945833,107.93,69.18589167,8750.385992
79,237.13315,92.98735,181.33195,139.50295,241.7759,88.3446,325.47765,218.51815,158.0741,65.0868,418.465,116.24515,49.9137,278.9621,209.2325,83.70175,65.0868,46.51555,32.5434,288.29145,79.05895,111.60235,199.9469,274.31925,289.07985,297.83985,205.85995,37.1862,102.2729,92.98735,22.3844,57.4093,32.11,30.1667,24.74935,18.13745,33.91575,33.91575,16.49955,14.66625,48.58205,25.66595,31.16585,18.33285,79.7479,15.5829,15.5829,16.49955,21.08275,103.5806,57.7485,76.99795,10.9997,10.9997,253.90995,71.4981,70.5815,35.74905,25.66595,62.3317,55.9152,65.08165,35.74905,119.1635,13.74965,31.16585,30.2492,150.0665,55.5802,30.5691,66.69625,58.3592,133.39245,216.76275,180.63565,33.34815,83.3703,116.71845,105.60235,102.82335,61.1382,13.89505,63.91725,105.60235,86.1493,119.4974,76.77725,5.558,22.23205,108.3814,69.47525,8781.22575
80,237.910625,93.292225,181.926475,139.960325,242.5686,88.63425,326.544775,219.2345917,158.5923667,65.3002,419.837,116.626275,50.07735,279.8767167,209.9185,83.976175,65.3002,46.66805833,32.6501,289.2366583,79.31815833,111.9682583,200.60245,275.2186417,290.0276417,298.8163583,206.5348917,37.30811667,102.6082167,93.292225,22.46068333,57.60493333,32.21941667,30.2695,24.83369167,18.19925833,34.031325,34.031325,16.555775,14.716225,48.74759167,25.75340833,31.27205833,18.395325,80.01965,15.636,15.636,16.555775,21.15459167,103.9335667,57.94528333,77.260325,11.03718333,11.03718333,254.775175,71.74173333,70.82201667,35.870875,25.75340833,62.5441,56.10573333,65.303425,35.870875,119.5695667,13.79650833,31.27205833,30.35228333,150.6915167,55.81168333,30.69641667,66.97404167,58.60226667,133.948025,217.6655583,181.3879917,33.48704167,83.71753333,117.204575,106.042175,103.2516083,61.39283333,13.952925,64.18345833,106.042175,86.5081,119.9951,77.097025,5.58115,22.32464167,108.8328,69.76460833,8812.065508
81,238.6881,93.5971,182.521,140.4177,243.3613,88.9239,327.6119,219.9510333,159.1106333,65.5136,421.209,117.0074,50.241,280.7913333,210.6045,84.2506,65.5136,46.82056667,32.7568,290.1818667,79.57736667,112.3341667,201.258,276.1180333,290.9754333,299.7928667,207.2098333,37.43003333,102.9435333,93.5971,22.53696667,57.80056667,32.32883333,30.3723,24.91803333,18.26106667,34.1469,34.1469,16.612,14.7662,48.91313333,25.84086667,31.37826667,18.4578,80.2914,15.6891,15.6891,16.612,21.22643333,104.2865333,58.14206667,77.5227,11.07466667,11.07466667,255.6404,71.98536667,71.06253333,35.9927,25.84086667,62.7565,56.29626667,65.5252,35.9927,119.9756333,13.84336667,31.37826667,30.45536667,151.3165333,56.04316667,30.82373333,67.25183333,58.84533333,134.5036,218.5683667,182.1403333,33.62593333,84.06476667,117.6907,106.482,103.6798667,61.64746667,14.0108,64.44966667,106.482,86.8669,120.4928,77.4168,5.6043,22.41723333,109.2842,70.05396667,8842.905267
82,239.465575,93.901975,183.115525,140.875075,244.154,89.21355,328.679025,220.667475,159.6289,65.727,422.581,117.388525,50.40465,281.70595,211.2905,84.525025,65.727,46.973075,32.8635,291.127075,79.836575,112.700075,201.91355,277.017425,291.923225,300.769375,207.884775,37.55195,103.27885,93.901975,22.61325,57.9962,32.43825,30.4751,25.002375,18.322875,34.262475,34.262475,16.668225,14.816175,49.078675,25.928325,31.484475,18.520275,80.56315,15.7422,15.7422,16.668225,21.298275,104.6395,58.33885,77.785075,11.11215,11.11215,256.505625,72.229,71.30305,36.114525,25.928325,62.9689,56.4868,65.746975,36.114525,120.3817,13.890225,31.484475,30.55845,151.94155,56.27465,30.95105,67.529625,59.0884,135.059175,219.471175,182.892675,33.764825,84.412,118.176825,106.921825,104.108125,61.9021,14.068675,64.715875,106.921825,87.2257,120.9905,77.736575,5.62745,22.509825,109.7356,70.343325,8873.745025
83,240.24305,94.20685,183.71005,141.33245,244.9467,89.5032,329.74615,221.3839167,160.1471667,65.9404,423.953,117.76965,50.5683,282.6205667,211.9765,84.79945,65.9404,47.12558333,32.9702,292.0722833,80.09578333,113.0659833,202.5691,277.9168167,292.8710167,301.7458833,208.5597167,37.67386667,103.6141667,94.20685,22.68953333,58.19183333,32.54766667,30.5779,25.08671667,18.38468333,34.37805,34.37805,16.72445,14.86615,49.24421667,26.01578333,31.59068333,18.58275,80.8349,15.7953,15.7953,16.72445,21.37011667,104.9924667,58.53563333,78.04745,11.14963333,11.14963333,257.37085,72.47263333,71.54356667,36.23635,26.01578333,63.1813,56.67733333,65.96875,36.23635,120.7877667,13.93708333,31.59068333,30.66153333,152.5665667,56.50613333,31.07836667,67.80741667,59.33146667,135.61475,220.3739833,183.6450167,33.90371667,84.75923333,118.66295,107.36165,104.5363833,62.15673333,14.12655,64.98208333,107.36165,87.5845,121.4882,78.05635,5.6506,22.60241667,110.187,70.63268333,8904.584783
84,241.020525,94.511725,184.304575,141.789825,245.7394,89.79285,330.813275,222.1003583,160.6654333,66.1538,425.325,118.150775,50.73195,283.5351833,212.6625,85.073875,66.1538,47.27809167,33.0769,293.0174917,80.35499167,113.4318917,203.22465,278.8162083,293.8188083,302.7223917,209.2346583,37.79578333,103.9494833,94.511725,22.76581667,58.38746667,32.65708333,30.6807,25.17105833,18.44649167,34.493625,34.493625,16.780675,14.916125,49.40975833,26.10324167,31.69689167,18.645225,81.10665,15.8484,15.8484,16.780675,21.44195833,105.3454333,58.73241667,78.309825,11.18711667,11.18711667,258.236075,72.71626667,71.78408333,36.358175,26.10324167,63.3937,56.86786667,66.190525,36.358175,121.1938333,13.98394167,31.69689167,30.76461667,153.1915833,56.73761667,31.20568333,68.08520833,59.57453333,136.170325,221.2767917,184.3973583,34.04260833,85.10646667,119.149075,107.801475,104.9646417,62.41136667,14.184425,65.24829167,107.801475,87.9433,121.9859,78.376125,5.67375,22.69500833,110.6384,70.92204167,8935.424542
85,241.798,94.8166,184.8991,142.2472,246.5321,90.0825,331.8804,222.8168,161.1837,66.3672,426.697,118.5319,50.8956,284.4498,213.3485,85.3483,66.3672,47.4306,33.1836,293.9627,80.6142,113.7978,203.8802,279.7156,294.7666,303.6989,209.9096,37.9177,104.2848,94.8166,22.8421,58.5831,32.7665,30.7835,25.2554,18.5083,34.6092,34.6092,16.8369,14.9661,49.5753,26.1907,31.8031,18.7077,81.3784,15.9015,15.9015,16.8369,21.5138,105.6984,58.9292,78.5722,11.2246,11.2246,259.1013,72.9599,72.0246,36.48,26.1907,63.6061,57.0584,66.4123,36.48,121.5999,14.0308,31.8031,30.8677,153.8166,56.9691,31.333,68.363,59.8176,136.7259,222.1796,185.1497,34.1815,85.4537,119.6352,108.2413,105.3929,62.666,14.2423,65.5145,108.2413,88.3021,122.4836,78.6959,5.6969,22.7876,111.0898,71.2114,8966.2643
86,242.7448833,95.18790833,185.6231667,142.80425,247.497525,90.43526667,333.1800583,223.6893583,161.8149083,66.62709167,428.3679667,118.996075,51.09490833,285.5637167,214.1839833,85.68253333,66.62709167,47.61634167,33.31355,295.113875,80.92989167,114.2434333,204.6786083,280.8109833,295.9209167,304.8882,210.7316083,38.06619167,104.6931917,95.18790833,22.88161667,58.68445,32.82319167,30.83675833,25.29909167,18.54031667,34.669075,34.669075,16.86603333,14.992,49.661075,26.23601667,31.85811667,18.74006667,81.51919167,15.92901667,15.92901667,16.86603333,21.551025,105.8812667,59.03115,78.70814167,11.24401667,11.24401667,259.549575,73.08613333,72.14920833,36.54310833,26.23601667,63.71614167,57.15711667,66.5272,36.54310833,121.8102833,14.055075,31.85811667,30.9211,154.5234833,57.23090833,31.47699167,68.67716667,60.0925,137.3542333,223.20065,186.0005667,34.33858333,85.84640833,120.1849917,108.7387333,105.8772417,62.95399167,14.30775,65.815575,108.7387333,88.70790833,123.0464833,79.05755,5.723083333,22.892325,111.600325,71.53865833,8999.052175
87,243.6917667,95.55921667,186.3472333,143.3613,248.46295,90.78803333,334.4797167,224.5619167,162.4461167,66.88698333,430.0389333,119.46025,51.29421667,286.6776333,215.0194667,86.01676667,66.88698333,47.80208333,33.4435,296.26505,81.24558333,114.6890667,205.4770167,281.9063667,297.0752333,306.0775,211.5536167,38.21468333,105.1015833,95.55921667,22.92113333,58.7858,32.87988333,30.89001667,25.34278333,18.57233333,34.72895,34.72895,16.89516667,15.0179,49.74685,26.28133333,31.91313333,18.77243333,81.65998333,15.95653333,15.95653333,16.89516667,21.58825,106.0641333,59.1331,78.84408333,11.26343333,11.26343333,259.99785,73.21236667,72.27381667,36.60621667,26.28133333,63.82618333,57.25583333,66.6421,36.60621667,122.0206667,14.07935,31.91313333,30.9745,155.2303667,57.49271667,31.62098333,68.99133333,60.3674,137.9825667,224.2217,186.8514333,34.49566667,86.23911667,120.7347833,109.2361667,106.3615833,63.24198333,14.3732,66.11665,109.2361667,89.11371667,123.6093667,79.4192,5.749266667,22.99705,112.11085,71.86591667,9031.84005
88,244.63865,95.930525,187.0713,143.91835,249.428375,91.1408,335.779375,225.434475,163.077325,67.146875,431.7099,119.924425,51.493525,287.79155,215.85495,86.351,67.146875,47.987825,33.57345,297.416225,81.561275,115.1347,206.275425,283.00175,298.22955,307.2668,212.375625,38.363175,105.509975,95.930525,22.96065,58.88715,32.936575,30.943275,25.386475,18.60435,34.788825,34.788825,16.9243,15.0438,49.832625,26.32665,31.96815,18.8048,81.800775,15.98405,15.98405,16.9243,21.625475,106.247,59.23505,78.980025,11.28285,11.28285,260.446125,73.3386,72.398425,36.669325,26.32665,63.936225,57.35455,66.757,36.669325,122.23105,14.103625,31.96815,31.0279,155.93725,57.754525,31.764975,69.3055,60.6423,138.6109,225.24275,187.7023,34.65275,86.631825,121.284575,109.7336,106.845925,63.529975,14.43865,66.417725,109.7336,89.519525,124.17225,79.78085,5.77545,23.101775,112.621375,72.193175,9064.627925
