,BR_ID,F_BUS,T_BUS,BR_R,BR_X,BR_B,RATE_A,RATE_B,RATE_C,TAP,SHIFT,BR_STATUS,ANGMIN,ANGMAX,PF,QF,PT,QT,MU_SF,MU_ST,MU_ANGMIN,MU_ANGMAX
469,br469,bus3116,bus3115,0.02115,0.08773,0.01489,221,0,0,0,0,1,0,0,127.51,-21.75,-124.01,34.77,0,0,0,0
470,br470,bus3117,bus3116,0.00258,0.11311,0,80,0,0,1,0,1,0,0,47.25,-3.77,-47.19,6.32,0,0,0,0
471,br471,bus3118,bus3116,0.00353,0.07808,0,139,0,0,1,0,1,0,0,90,-6.63,-89.71,12.99,0,0,0,0
472,br472,bus3116,bus3136,0.01168,0.07015,0.00952,221,0,0,0,0,1,0,0,9.4,2.45,-9.38,-3.34,0,0,0,0
473,br473,bus3120,bus3119,0.00248,0.09082,0,46,0,0,1,0,1,0,0,29.7,0,-29.68,0.77,0,0,0,0
474,br474,bus4002,bus3119,0.02215,0.13302,0.01805,98,0,0,0,0,1,0,0,-15.46,-4.11,15.51,2.55,0,0,0,0
475,br475,bus4188,bus3119,0.027,0.1542,0.02317,98,0,0,0,0,1,0,0,-14.12,1.2,14.17,-3.32,0,0,0,0
476,br476,bus3122,bus3121,0.00565,0.10546,0,250,0,0,1,0,1,0,0,147.75,-8.91,-146.51,32.02,0,0,0,0
477,br477,bus3121,bus3129,0.00954,0.03956,0.00671,149,0,0,0,0,1,0,0,16.09,-22.88,-16.02,22.48,0,0,0,0
478,br478,bus3121,bus3145,0.02936,0.13085,0.01919,149,0,0,0,0,1,0,0,97.29,-10.07,-94.56,20.28,0,0,0,0
479,br479,bus3126,bus3123,0.05936,0.14511,0.019,98,0,0,0,0,1,0,0,2.99,17.12,-2.79,-18.57,0,0,0,0
480,br480,bus6286,bus3124,0.018,0.1,0.016,100,0,0,0,0,1,0,0,30.73,-5.88,-30.56,5.15,0,0,0,0
481,br481,bus3126,bus6059,0.04241,0.10187,0.01382,98,0,0,0,0,1,0,0,-26.58,14.84,26.97,-15.34,0,0,0,0
482,br482,bus3141,bus3127,0.00595,0.02651,0.00389,221,0,0,0,0,1,0,0,-85.91,23.68,86.37,-22.04,0,0,0,0
483,br483,bus3132,bus3144,0.04225,0.10327,0.01352,98,0,0,0,0,1,0,0,-8.91,0.2,8.94,-1.45,0,0,0,0
484,br484,bus3134,bus3133,0.00391,0.20153,0,83,0,0,1,0,1,0,0,-6.94,-0.08,6.94,0.18,0,0,0,0
485,br485,bus3135,bus3134,0.01014,0.22418,0,200,0,0,1,0,1,0,0,28.16,-4.26,-28.08,6.05,0,0,0,0
486,br486,bus3136,bus3135,0.00579,0.2297,0,200,0,0,1,0,1,0,0,28.21,-2.43,-28.16,4.26,0,0,0,0
487,br487,bus3138,bus3142,0.02534,0.14471,0.02175,98,0,0,0,0,1,0,0,13.39,-9.22,-13.33,7.33,0,0,0,0
488,br488,bus3138,bus3146,0.03674,0.1607,0.02447,149,0,0,0,0,1,0,0,-37.31,4.23,37.82,-4.5,0,0,0,0
489,br489,bus3144,bus3143,0.04463,0.10909,0.01428,98,0,0,0,0,1,0,0,-14.5,-0.12,14.59,-1.06,0,0,0,0
490,br490,bus4003,bus4040,0.01209,0.07809,0.0149,250,0,0,0,0,1,0,0,-171.51,5.85,175.11,15.86,0,0,0,0
491,br491,bus4103,bus4003,0.00838,0.05414,0.01033,221,0,0,0,0,1,0,0,-49.12,25.6,49.38,-24.98,0,0,0,0
492,br492,bus4103,bus4003,0.00838,0.05414,0.01033,221,0,0,0,0,1,0,0,-49.12,25.6,49.38,-24.98,0,0,0,0
493,br493,bus4128,bus4003,0.01296,0.09028,0.01476,221,0,0,0,0,1,0,0,54.94,-6.71,-54.54,8.03,0,0,0,0
494,br494,bus4005,bus4004,0.00169,0.06285,0,190,0,0,1,0,1,0,0,-120.64,4.13,120.88,4.75,0,0,0,0
495,br495,bus4014,bus4004,0.006,0.06,0.115,548,0,0,0,0,1,0,0,91.17,-14.01,-90.68,6.98,0,0,0,0
496,br496,bus4113,bus4004,0.00456,0.03255,0.05934,443,0,0,0,0,1,0,0,30.24,5.87,-30.2,-11.73,0,0,0,0
497,br497,bus4022,bus4005,0.02734,0.11343,0.01925,149,0,0,0,0,1,0,0,5.3,-13.34,-5.25,11.58,0,0,0,0
498,br498,bus4114,bus4005,0.01989,0.11362,0.01707,221,0,0,0,0,1,0,0,38.55,-9.94,-38.25,9.93,0,0,0,0
499,br499,bus4006,bus4011,0.0269,0.11766,0.01792,149,0,0,0,0,1,0,0,30.44,-1.57,-30.2,0.75,0,0,0,0
500,br500,bus4006,bus4197,0.00624,0.04344,0.0071,221,0,0,0,0,1,0,0,-33.19,0.78,33.26,-1.07,0,0,0,0
501,br501,bus4007,bus4027,0.00348,0.02089,0.00284,221,0,0,0,0,1,0,0,-8.13,-58.17,8.25,58.6,0,0,0,0
502,br502,bus4007,bus4034,0.00873,0.03892,0.00571,149,0,0,0,0,1,0,0,-65.05,15.86,65.45,-14.68,0,0,0,0
503,br503,bus4007,bus4122,0.00469,0.02091,0.00307,221,0,0,0,0,1,0,0,-110.47,-9.72,111.05,11.99,0,0,0,0
504,br504,bus4008,bus6112,0.01363,0.07782,0.01169,98,0,0,0,0,1,0,0,4.11,-10.31,-4.09,9.25,0,0,0,0
505,br505,bus6155,bus4008,0.01482,0.06605,0.00968,149,0,0,0,0,1,0,0,-29.46,3.09,29.59,-3.44,0,0,0,0
506,br506,bus4008,bus6346,0.01174,0.05229,0.00767,149,0,0,0,0,1,0,0,-66.19,4.54,66.72,-2.94,0,0,0,0
507,br507,bus4010,bus4009,0.00242,0.06944,0,131,0,0,1,0,1,0,0,75.56,10.82,-75.43,-7.01,0,0,0,0
508,br508,bus4010,bus4009,0.00315,0.06944,0,131,0,0,1,0,1,0,0,75.64,10.02,-75.47,-6.21,0,0,0,0
509,br509,bus4152,bus4009,0.00542,0.03498,0.00667,221,0,0,0,0,1,0,0,-93.03,4.38,93.48,-2.14,0,0,0,0
510,br510,bus4152,bus4009,0.00542,0.03498,0.00667,221,0,0,0,0,1,0,0,-93.03,4.38,93.48,-2.14,0,0,0,0
511,br511,bus4165,bus4009,0.00315,0.02032,0.00388,221,0,0,0,0,1,0,0,18.05,-9.08,-18.03,8.76,0,0,0,0
512,br512,bus4165,bus4009,0.00315,0.02032,0.00388,221,0,0,0,0,1,0,0,18.05,-9.08,-18.03,8.76,0,0,0,0
513,br513,bus4011,bus4185,0.03112,0.13615,0.02073,149,0,0,0,0,1,0,0,14.15,-5.3,-14.08,3.45,0,0,0,0
514,br514,bus4034,bus4012,0.01625,0.09759,0.01324,221,0,0,0,0,1,0,0,-41.66,-8.59,41.96,9.01,0,0,0,0
515,br515,bus4012,bus4103,0.02485,0.14192,0.02133,221,0,0,0,0,1,0,0,60.1,-2.23,-59.23,5.04,0,0,0,0
516,br516,bus4012,bus4121,0.01296,0.07781,0.01056,98,0,0,0,0,1,0,0,-12.79,7.06,12.82,-7.98,0,0,0,0
517,br517,bus4012,bus4171,0.02502,0.11152,0.01635,221,0,0,0,0,1,0,0,-103.01,33.72,105.88,-22.61,0,0,0,0
518,br518,bus4013,bus4089,0.01437,0.09281,0.01771,250,0,0,0,0,1,0,0,-126.52,25.57,128.92,-11.88,0,0,0,0
519,br519,bus4107,bus4013,0.02623,0.06413,0.0084,98,0,0,0,0,1,0,0,-19.53,17.27,19.71,-17.67,0,0,0,0
520,br520,bus4013,bus4122,0.00312,0.01784,0.00268,98,0,0,0,0,1,0,0,14.46,-34.06,-14.42,34.03,0,0,0,0
521,br521,bus4015,bus4014,0.00058,0.03637,0,321,0,0,1,0,1,0,0,-74.35,11.6,74.38,-9.62,0,0,0,0
522,br522,bus4015,bus4014,0.00058,0.03637,0,321,0,0,1,0,1,0,0,-74.35,11.6,74.38,-9.62,0,0,0,0
523,br523,bus4014,bus4131,0.01669,0.11926,0.21744,443,0,0,0,0,1,0,0,-38.52,-7.84,38.77,-12.98,0,0,0,0
524,br524,bus4188,bus4015,0.03538,0.21243,0.02883,98,0,0,0,0,1,0,0,11.15,-2.04,-11.11,-0.71,0,0,0,0
525,br525,bus4016,bus4023,0.01228,0.07374,0.01001,98,0,0,0,0,1,0,0,49.83,-7.75,-49.52,8.6,0,0,0,0
526,br526,bus4117,bus4016,0.01709,0.0709,0.01203,149,0,0,0,0,1,0,0,56.61,-4.96,-56.07,5.98,0,0,0,0
527,br527,bus4081,bus4017,0.00217,0.01515,0.00248,221,0,0,0,0,1,0,0,104.8,19.91,-104.56,-18.48,0,0,0,0
528,br528,bus4081,bus4017,0.00217,0.01515,0.00248,221,0,0,0,0,1,0,0,104.8,19.91,-104.56,-18.48,0,0,0,0
529,br529,bus4017,bus4087,0.00568,0.02531,0.00371,149,0,0,0,0,1,0,0,39.7,-35.61,-39.54,35.94,0,0,0,0
530,br530,bus4017,bus4123,0.00492,0.03426,0.0056,221,0,0,0,0,1,0,0,79.85,47.2,-79.44,-44.85,0,0,0,0
531,br531,bus4018,bus4037,0.01371,0.06107,0.00896,149,0,0,0,0,1,0,0,49.7,-24.67,-49.28,25.63,0,0,0,0
532,br532,bus4149,bus4018,0.01472,0.06561,0.00962,149,0,0,0,0,1,0,0,57.39,-21.13,-56.84,22.65,0,0,0,0
533,br533,bus4019,bus4067,0.00919,0.06276,0.01068,221,0,0,0,0,1,0,0,-76.74,9.12,77.31,-6.29,0,0,0,0
534,br534,bus4019,bus4067,0.00919,0.06276,0.01068,221,0,0,0,0,1,0,0,-76.74,9.12,77.31,-6.29,0,0,0,0
535,br535,bus4019,bus4121,0.02026,0.04952,0.00648,98,0,0,0,0,1,0,0,17.65,-56.72,-16.92,57.85,0,0,0,0
536,br536,bus4051,bus4020,0.01602,0.10945,0.01862,221,0,0,0,0,1,0,0,-62.82,11.15,63.5,-8.32,0,0,0,0
537,br537,bus4051,bus4020,0.01602,0.10945,0.01862,221,0,0,0,0,1,0,0,-62.82,11.15,63.5,-8.32,0,0,0,0
538,br538,bus4020,bus4123,0.00803,0.03577,0.00525,149,0,0,0,0,1,0,0,-22.98,-11.68,23.03,11.42,0,0,0,0
539,br539,bus4150,bus4020,0.00418,0.02912,0.00476,221,0,0,0,0,1,0,0,111.45,5.78,-110.92,-2.53,0,0,0,0
540,br540,bus4150,bus4020,0.00418,0.02912,0.00476,221,0,0,0,0,1,0,0,111.45,5.78,-110.92,-2.53,0,0,0,0
541,br541,bus4089,bus4021,0.01219,0.05329,0.00812,149,0,0,0,0,1,0,0,72.33,0.43,-71.7,1.54,0,0,0,0
542,br542,bus4021,bus4167,0.00965,0.04299,0.0063,149,0,0,0,0,1,0,0,39.73,-10.6,-39.56,10.71,0,0,0,0
543,br543,bus4187,bus4022,0.02501,0.10376,0.01761,149,0,0,0,0,1,0,0,10.94,-13.23,-10.87,11.76,0,0,0,0
544,br544,bus6112,bus4023,0.04152,0.10149,0.01329,98,0,0,0,0,1,0,0,-43.6,10.79,44.45,-10.04,0,0,0,0
545,br545,bus4025,bus4024,0.0013,0.04477,0,260,0,0,1,0,1,0,0,-156.85,1.39,157.17,9.34,0,0,0,0
546,br546,bus4026,bus4024,0.00148,0.06658,0,500,0,0,1,0,1,0,0,204.43,28.73,-203.83,-1.98,0,0,0,0
547,br547,bus4026,bus4024,0.00148,0.06658,0,500,0,0,1,0,1,0,0,204.43,28.73,-203.83,-1.98,0,0,0,0
548,br548,bus4131,bus4024,0.00611,0.05974,0.11495,647,0,0,0,0,1,0,0,-244.11,41.95,247.74,-18.34,0,0,0,0
549,br549,bus6263,bus4024,0.00754,0.05386,0.0982,443,0,0,0,0,1,0,0,-2.74,-22.85,2.76,12.97,0,0,0,0
550,br550,bus4025,bus4117,0.00307,0.01981,0.00378,260,0,0,0,0,1,0,0,156.85,-1.39,-156.12,5.75,0,0,0,0
551,br551,bus4027,bus4088,0.00276,0.01883,0.0032,221,0,0,0,0,1,0,0,-36.69,-38.53,36.76,38.71,0,0,0,0
552,br552,bus4027,bus4088,0.00276,0.01883,0.0032,221,0,0,0,0,1,0,0,-36.69,-38.53,36.76,38.71,0,0,0,0
553,br553,bus4029,bus4028,0.00077,0.04468,0,148.8,0,0,1,0,1,0,0,-79.05,1.83,79.09,0.89,0,0,0,0
554,br554,bus4029,bus4028,0.00077,0.04468,0,148.8,0,0,1,0,1,0,0,-79.05,1.83,79.09,0.89,0,0,0,0
555,br555,bus4030,bus4028,0.00053,0.0395,0,230,0,0,1,0,1,0,0,153.52,-7.69,-153.4,16.84,0,0,0,0
556,br556,bus4030,bus4028,0.00053,0.0395,0,230,0,0,1,0,1,0,0,153.52,-7.69,-153.4,16.84,0,0,0,0
557,br557,bus4030,bus4028,0.00053,0.0395,0,250,0,0,1,0,1,0,0,153.52,-7.69,-153.4,16.84,0,0,0,0
558,br558,bus4028,bus7043,0.00286,0.02045,0.03728,443,0,0,0,0,1,0,0,-86.05,-12,86.26,9.64,0,0,0,0
559,br559,bus4028,bus7274,0.00028,0.00295,0.01006,750,0,0,0,0,1,0,0,194.03,-20.15,-193.92,20.21,0,0,0,0
560,br560,bus4028,bus7274,0.00028,0.00295,0.01006,750,0,0,0,0,1,0,0,194.03,-20.15,-193.92,20.21,0,0,0,0
561,br561,bus4029,bus6253,0.01201,0.0776,0.0148,221,0,0,0,0,1,0,0,140.97,-14.37,-138.63,28,0,0,0,0
562,br562,bus7275,bus4029,0.00321,0.01407,0.00214,149,0,0,0,0,1,0,0,-17.11,-10.87,17.12,10.7,0,0,0,0
563,br563,bus4031,bus4043,0.04121,0.18028,0.02746,149,0,0,0,0,1,0,0,2.59,1.68,-2.59,-4.48,0,0,0,0
564,br564,bus4147,bus4031,0.02053,0.0898,0.01368,149,0,0,0,0,1,0,0,5.35,1.07,-5.34,-2.46,0,0,0,0
565,br565,bus4051,bus4032,0.02109,0.05154,0.00675,98,0,0,0,0,1,0,0,17.63,-2.03,-17.57,1.55,0,0,0,0
566,br566,bus4141,bus4032,0.01931,0.08605,0.01262,149,0,0,0,0,1,0,0,75.06,31.7,-73.82,-27.44,0,0,0,0
567,br567,bus4033,bus4101,0.0036,0.016,0.003,150,0,0,0,0,1,0,0,-12.33,18.86,12.35,-19.08,0,0,0,0
568,br568,bus4033,bus4147,0.00984,0.06854,0.0112,221,0,0,0,0,1,0,0,-36.61,-21.29,36.78,21.35,0,0,0,0
569,br569,bus4033,bus4147,0.00984,0.06854,0.0112,221,0,0,0,0,1,0,0,-36.61,-21.29,36.78,21.35,0,0,0,0
570,br570,bus4033,bus4190,0.00397,0.01648,0.0028,149,0,0,0,0,1,0,0,-40.71,-12.05,40.78,12.07,0,0,0,0
571,br571,bus4034,bus4154,0.01506,0.10289,0.01751,221,0,0,0,0,1,0,0,-61.42,12.6,62.02,-10.27,0,0,0,0
572,br572,bus4064,bus4035,0.00506,0.02099,0.00356,149,0,0,0,0,1,0,0,69.04,21.43,-68.77,-20.66,0,0,0,0
573,br573,bus4035,bus4150,0.02431,0.05942,0.00778,98,0,0,0,0,1,0,0,-10.39,-1.77,10.42,1.08,0,0,0,0
574,br574,bus4132,bus4036,0.03455,0.15396,0.02258,149,0,0,0,0,1,0,0,49.62,7.21,-48.78,-5.73,0,0,0,0
575,br575,bus4036,bus4189,0.05901,0.14424,0.01889,98,0,0,0,0,1,0,0,13.71,-4.21,-13.59,2.65,0,0,0,0
576,br576,bus4037,bus4054,0.00975,0.05854,0.00794,98,0,0,0,0,1,0,0,-3.64,14.87,3.67,-15.53,0,0,0,0
577,br577,bus4099,bus4037,0.01617,0.07075,0.01077,149,0,0,0,0,1,0,0,-24.06,-17.91,24.2,17.47,0,0,0,0
578,br578,bus4054,bus4038,0.01093,0.06561,0.0089,98,0,0,0,0,1,0,0,-9.27,13.94,9.3,-14.63,0,0,0,0
579,br579,bus4038,bus4125,0.01635,0.09341,0.01404,98,0,0,0,0,1,0,0,-43.48,6.95,43.81,-6.48,0,0,0,0
580,br580,bus4038,bus4178,0.03181,0.07775,0.01018,98,0,0,0,0,1,0,0,-49.12,-15.92,49.98,16.99,0,0,0,0
581,br581,bus4040,bus4039,0.00078,0.02871,0,384,0,0,1,0,1,0,0,-225.79,42.37,226.18,-27.81,0,0,0,0
582,br582,bus4040,bus4039,0.00078,0.02871,0,384,0,0,1,0,1,0,0,-225.79,42.37,226.18,-27.81,0,0,0,0
583,br583,bus4073,bus4039,0.00022,0.00224,0.00764,750,0,0,0,0,1,0,0,-153.38,4.96,153.43,-5.23,0,0,0,0
584,br584,bus4073,bus4039,0.00022,0.00224,0.00764,750,0,0,0,0,1,0,0,-153.38,4.96,153.43,-5.23,0,0,0,0
585,br585,bus4039,bus4151,0.00765,0.07956,0.27111,750,0,0,0,0,1,0,0,-253.08,22.02,257.96,0.69,0,0,0,0
586,br586,bus4039,bus4151,0.00765,0.07956,0.27111,750,0,0,0,0,1,0,0,-253.08,22.02,257.96,0.69,0,0,0,0
587,br587,bus4039,bus4151,0.00765,0.07956,0.27111,750,0,0,0,0,1,0,0,-253.08,22.02,257.96,0.69,0,0,0,0
588,br588,bus4074,bus4040,0.00148,0.00957,0.00183,250,0,0,0,0,1,0,0,158.7,-41.66,-158.31,43.95,0,0,0,0
589,br589,bus4074,bus4040,0.00148,0.00957,0.00183,250,0,0,0,0,1,0,0,158.7,-41.66,-158.31,43.95,0,0,0,0
590,br590,bus4074,bus4040,0.00148,0.00957,0.00183,250,0,0,0,0,1,0,0,158.7,-41.66,-158.31,43.95,0,0,0,0
591,br591,bus4079,bus4040,0.00457,0.03186,0.00521,300,0,0,0,0,1,0,0,-173.88,-10.93,175.25,19.92,0,0,0,0
592,br592,bus4079,bus4040,0.00457,0.03186,0.00521,300,0,0,0,0,1,0,0,-173.88,-10.93,175.25,19.92,0,0,0,0
593,br593,bus4079,bus4040,0.00457,0.03186,0.00521,300,0,0,0,0,1,0,0,-173.88,-10.93,175.25,19.92,0,0,0,0
594,br594,bus4042,bus4041,0.00056,0.03546,0,442,0,0,1,0,1,0,0,-260.41,31.81,260.79,-7.88,0,0,0,0
595,br595,bus4042,bus4041,0.00056,0.03546,0,442,0,0,1,0,1,0,0,-260.41,31.81,260.79,-7.88,0,0,0,0
596,br596,bus4042,bus4041,0.00056,0.03546,0,442,0,0,1,0,1,0,0,-260.41,31.81,260.79,-7.88,0,0,0,0
597,br597,bus4073,bus4041,0.0019,0.01971,0.06717,820,0,0,0,0,1,0,0,394.07,11.31,-391.18,11.82,0,0,0,0
598,br598,bus4073,bus4041,0.0019,0.01971,0.06717,820,0,0,0,0,1,0,0,394.07,11.31,-391.18,11.82,0,0,0,0
599,br599,bus4088,bus4042,0.00312,0.02015,0.00384,250,0,0,0,0,1,0,0,-143.02,76.02,143.81,-71.32,0,0,0,0
600,br600,bus4088,bus4042,0.00312,0.02015,0.00384,250,0,0,0,0,1,0,0,-143.02,76.02,143.81,-71.32,0,0,0,0
601,br601,bus4107,bus4042,0.00298,0.01925,0.00367,221,0,0,0,0,1,0,0,-138.65,10.17,139.22,-6.88,0,0,0,0
602,br602,bus4107,bus4042,0.00298,0.01925,0.00367,221,0,0,0,0,1,0,0,-138.65,10.17,139.22,-6.88,0,0,0,0
603,br603,bus4043,bus4119,0.01218,0.05428,0.00796,149,0,0,0,0,1,0,0,0.11,3.78,-0.11,-4.58,0,0,0,0
604,br604,bus4045,bus4044,0.00353,0.16159,0,120,0,0,1,0,1,0,0,93.4,8.96,-93.1,4.71,0,0,0,0
605,br605,bus4046,bus4044,0.00669,0.2458,0,40,0,0,1,0,1,0,0,28.5,2.93,-28.45,-0.99,0,0,0,0
606,br606,bus4047,bus4044,0.00557,0.09157,0,250,0,0,1,0,1,0,0,27.48,6.02,-27.44,-5.32,0,0,0,0
607,br607,bus4044,bus4119,0.00264,0.01804,0.00307,221,0,0,0,0,1,0,0,125.05,10.01,-124.64,-7.56,0,0,0,0
608,br608,bus4185,bus4044,0.03117,0.13891,0.02037,149,0,0,0,0,1,0,0,-23.75,7.16,23.95,-8.41,0,0,0,0
609,br609,bus4048,bus4154,0.00408,0.02784,0.00474,221,0,0,0,0,1,0,0,88.67,-1.09,-88.34,2.81,0,0,0,0
610,br610,bus4048,bus4155,0.00335,0.02332,0.00381,221,0,0,0,0,1,0,0,-50.88,-1.31,50.97,1.53,0,0,0,0
611,br611,bus4048,bus4155,0.00335,0.02332,0.00381,221,0,0,0,0,1,0,0,-50.88,-1.31,50.97,1.53,0,0,0,0
612,br612,bus4050,bus4049,0.00389,0.07962,0,130,0,0,1,0,1,0,0,75,-7.02,-74.78,11.54,0,0,0,0
613,br613,bus4050,bus4049,0.00389,0.07962,0,130,0,0,1,0,1,0,0,75,-7.02,-74.78,11.54,0,0,0,0
614,br614,bus4086,bus4049,0.00927,0.04053,0.00617,149,0,0,0,0,1,0,0,-19.16,43.32,19.36,-43.07,0,0,0,0
615,br615,bus4049,bus4194,0.00379,0.02643,0.00432,221,0,0,0,0,1,0,0,65.1,9.99,-64.93,-9.29,0,0,0,0
616,br616,bus4049,bus4194,0.00379,0.02643,0.00432,221,0,0,0,0,1,0,0,65.1,9.99,-64.93,-9.29,0,0,0,0
617,br617,bus4052,bus4051,0.00406,0.16879,0,100,0,0,1,0,1,0,0,44.08,22.5,-43.98,-18.52,0,0,0,0
618,br618,bus4127,bus4051,0.01554,0.08876,0.01334,221,0,0,0,0,1,0,0,-61.86,30.02,62.6,-27.08,0,0,0,0
619,br619,bus4053,bus4152,0.0091,0.06213,0.01057,221,0,0,0,0,1,0,0,-61.81,0.03,62.15,1.2,0,0,0,0
620,br620,bus4053,bus4152,0.0091,0.06213,0.01057,221,0,0,0,0,1,0,0,-61.81,0.03,62.15,1.2,0,0,0,0
621,br621,bus4053,bus4191,0.02289,0.14783,0.0282,221,0,0,0,0,1,0,0,61.76,-0.04,-60.9,2.69,0,0,0,0
622,br622,bus4053,bus4191,0.02289,0.14783,0.0282,221,0,0,0,0,1,0,0,61.76,-0.04,-60.9,2.69,0,0,0,0
623,br623,bus4055,bus4078,0.00454,0.03104,0.00528,221,0,0,0,0,1,0,0,25.52,4.92,-25.48,-5.22,0,0,0,0
624,br624,bus4055,bus4078,0.00454,0.03104,0.00528,221,0,0,0,0,1,0,0,25.52,4.92,-25.48,-5.22,0,0,0,0
625,br625,bus4055,bus4109,0.01141,0.04991,0.0076,149,0,0,0,0,1,0,0,72.97,-3.69,-72.34,5.68,0,0,0,0
626,br626,bus4055,bus4145,0.0037,0.02577,0.00421,221,0,0,0,0,1,0,0,-70.89,-5.59,71.08,6.51,0,0,0,0
627,br627,bus4055,bus4145,0.0037,0.02577,0.00421,221,0,0,0,0,1,0,0,-70.89,-5.59,71.08,6.51,0,0,0,0
628,br628,bus4057,bus4056,0.0009,0.03263,0,500,0,0,1,0,1,0,0,-299.87,-35.05,300.69,64.74,0,0,0,0
629,br629,bus4058,bus4056,0.00136,0.05833,0,185,0,0,1,0,1,0,0,99.6,18.55,-99.47,-12.91,0,0,0,0
630,br630,bus4059,bus4056,0.00197,0.04935,0,185,0,0,1,0,1,0,0,84.08,19.72,-83.94,-16.25,0,0,0,0
631,br631,bus4060,bus4056,0.00213,0.08417,0,185,0,0,1,0,1,0,0,124.4,15.6,-124.08,-3.13,0,0,0,0
632,br632,bus4061,bus4056,0.00148,0.05744,0,259,0,0,1,0,1,0,0,148.87,20.61,-148.56,-8.38,0,0,0,0
633,br633,bus4062,bus4056,0.00287,0.0718,0,264,0,0,1,0,1,0,0,171.85,17.91,-171.04,2.29,0,0,0,0
634,br634,bus4063,bus4056,0.00077,0.05841,0,260,0,0,1,0,1,0,0,124.75,20.79,-124.63,-11.98,0,0,0,0
635,br635,bus4056,bus4158,0.00124,0.01287,0.04387,750,0,0,0,0,1,0,0,422.14,13.21,-420.01,4.33,0,0,0,0
636,br636,bus4056,bus4181,0.00117,0.01146,0.02204,647,0,0,0,0,1,0,0,28.9,-27.59,-28.88,25.46,0,0,0,0
637,br637,bus4108,bus4057,0.00271,0.01748,0.00334,221,0,0,0,0,1,0,0,-57.07,-7.75,57.16,8,0,0,0,0
638,br638,bus4108,bus4057,0.00271,0.01748,0.00334,221,0,0,0,0,1,0,0,-57.07,-7.75,57.16,8,0,0,0,0
639,br639,bus4057,bus4145,0.00563,0.03924,0.00641,221,0,0,0,0,1,0,0,92.77,9.53,-92.28,-6.75,0,0,0,0
640,br640,bus4057,bus4145,0.00563,0.03924,0.00641,221,0,0,0,0,1,0,0,92.77,9.53,-92.28,-6.75,0,0,0,0
641,br641,bus4065,bus4064,0.00915,0.19147,0,100,0,0,1,0,1,0,0,46.87,14.18,-46.66,-9.77,0,0,0,0
642,br642,bus4069,bus4064,0.00989,0.02376,0.00322,98,0,0,0,0,1,0,0,9.55,-0.85,-9.54,0.56,0,0,0,0
643,br643,bus4064,bus4099,0.00946,0.06459,0.01099,221,0,0,0,0,1,0,0,52.5,-5.93,-52.23,6.67,0,0,0,0
644,br644,bus4064,bus4099,0.00946,0.06459,0.01099,221,0,0,0,0,1,0,0,52.5,-5.93,-52.23,6.67,0,0,0,0
645,br645,bus4064,bus4104,0.00622,0.04017,0.00766,221,0,0,0,0,1,0,0,-63.33,-1.42,63.58,2.3,0,0,0,0
646,br646,bus4064,bus4104,0.00622,0.04017,0.00766,221,0,0,0,0,1,0,0,-63.33,-1.42,63.58,2.3,0,0,0,0
647,br647,bus4066,bus4068,0.013,0.05797,0.0085,149,0,0,0,0,1,0,0,-13.64,20.26,13.72,-20.77,0,0,0,0
648,br648,bus4066,bus4107,0.00316,0.02043,0.0039,221,0,0,0,0,1,0,0,-88.95,37.03,89.23,-35.58,0,0,0,0
649,br649,bus4066,bus4107,0.00316,0.02043,0.0039,221,0,0,0,0,1,0,0,-88.95,37.03,89.23,-35.58,0,0,0,0
650,br650,bus4111,bus4067,0.00346,0.02362,0.00402,300,0,0,0,0,1,0,0,-183.18,18.91,184.39,-11.04,0,0,0,0
651,br651,bus4194,bus4067,0.00473,0.03294,0.00539,300,0,0,0,0,1,0,0,167.5,15.99,-166.15,-7.19,0,0,0,0
652,br652,bus4194,bus4067,0.00473,0.03294,0.00539,300,0,0,0,0,1,0,0,167.5,15.99,-166.15,-7.19,0,0,0,0
653,br653,bus4194,bus4067,0.00473,0.03294,0.00539,300,0,0,0,0,1,0,0,167.5,15.99,-166.15,-7.19,0,0,0,0
654,br654,bus4068,bus4103,0.00973,0.05555,0.00835,98,0,0,0,0,1,0,0,32.52,-11.32,-32.4,11.13,0,0,0,0
655,br655,bus4068,bus4186,0.01855,0.08268,0.01212,149,0,0,0,0,1,0,0,-74.22,24.16,75.35,-20.33,0,0,0,0
656,br656,bus4069,bus4072,0.00681,0.03892,0.00585,98,0,0,0,0,1,0,0,-13.79,-0.35,13.8,-0.15,0,0,0,0
657,br657,bus4071,bus4070,0.00121,0.04292,0,353,0,0,1,0,1,0,0,-184.63,-29.09,185.06,44.23,0,0,0,0
658,br658,bus4071,bus4070,0.00121,0.04292,0,353,0,0,1,0,1,0,0,-184.63,-29.09,185.06,44.23,0,0,0,0
659,br659,bus4070,bus4183,0.002,0.02,0.07,443,0,0,0,0,1,0,0,-149.28,-6.98,149.72,4.12,0,0,0,0
660,br660,bus4070,bus4192,0.00137,0.01421,0.04843,750,0,0,0,0,1,0,0,-110.42,-40.74,110.6,37.62,0,0,0,0
661,br661,bus4070,bus4192,0.00137,0.01421,0.04843,750,0,0,0,0,1,0,0,-110.42,-40.74,110.6,37.62,0,0,0,0
662,br662,bus4106,bus4071,0.009,0.0401,0.00588,221,0,0,0,0,1,0,0,-87.07,24.3,87.81,-21.57,0,0,0,0
